Protein.IDs,Gene.name,Uniprot,Median.Ratio.C.N
IPI00641829;IPI00848161;IPI00790636;IPI00893580;IPI00792043;IPI00894161;IPI00643815;IPI00893920;IPI00796920;IPI00642800;IPI00892588;IPI00641634;IPI00910878;IPI00894545;IPI00893927;IPI00910759;IPI00893446;IPI00642880;IPI00939221;IPI00792599;IPI00641325;IPI00640787;IPI00893059;IPI00893300;IPI00908716;IPI00641926;IPI00795722;IPI00791495;IPI00644541;IPI00910317,BAT1;UAP56;XXbac-BCX270M2.2-006;DADB-26I14.7-006;DAMA-25N12.12-006;DAMA-BMC190B12.8-006;DAQB-72H16.1-006;DASS-161H22.1-006;XXbac-BPG296P20.6-006;DAAP-97M17.4-003;XXbac-BPG296P20.6-019;DASS-161H22.1-019;XXbac-BCX270M2.2-019;DAQB-72H16.1-019;DAMA-25N12.12-019;DADB-26I14.7-019;DAMA-BMC190B12.8-019;hCG_2005638;DAAP-97M17.4-006;DASS-161H22.1-017;XXbac-BCX270M2.2-017;DAQB-72H16.1-017;DAMA-25N12.12-017;DADB-26I14.7-017;DAMA-BMC190B12.8-017;DAAP-97M17.4-017;DASS-161H22.1-009;DAQB-72H16.1-009;DAMA-25N12.12-009;DADB-26I14.7-009;DAMA-BMC190B12.8-009;XXbac-BCX270M2.2-009;XXbac-BPG296P20.6-009;DASS-161H22.1-018;XXbac-BCX270M2.2-018;DAQB-72H16.1-018;DAMA-25N12.12-018;DADB-26I14.7-018;DAMA-BMC190B12.8-018;DAAP-97M17.4-019;DASS-161H22.1-014;XXbac-BCX270M2.2-014;DAMA-25N12.12-014;DADB-26I14.7-014;DAMA-BMC190B12.8-014;DAQB-72H16.1-014,Q13838-2;Q13838;Q13838-1;Q5STA0;Q5STU3;B0V2L1;A2AB31;A2BF53;A6PWH0;B0S4X1;B0S8C2;B0UZ17;B0UZ98;B4DP52;B0V2L2;A2BF54;A6PWH1;B0S4X2;B0S8C3;B0UZ18;B0UZ99;B0V2L3;A2BF56;B0S4X4;B0S8B3;B0UZ21;B0UZA2;Q59G92;Q5STA2;Q5STU9;A2BF57;A6PWH2;B0S4X3;B0S8B2;B0UZ20;B0UZA1;B0V2L0;A2BF55;A6PWH3;B0S8C4;B0UZ19;B0UZA0;Q5RJ65,2.00767
IPI00019463;IPI00385404;IPI00807398;IPI00892809,EIF2AK2;PKR;PRKR,P19525;B7ZKK7;Q6PK38;Q8IW76;Q7Z6F6;C9JZT2;Q05CP4,2.00434
IPI00011250;IPI00514154,UCHL3;RP11-173B14.3-003,P15374;Q5TBK7,1.99993
IPI00465294;IPI00909093,CDC5L;KIAA0432;PCDC5RP,Q99459;B3KY60;B4DSH1,1.99852
IPI00376005;IPI00411704;IPI00855924;IPI00946502;IPI00945644,EIF5A;EIF5AL1;EIF5A2,P63241-2;P63241;P63241-1;Q6IS14;C9J7B5;C9J6Q7,1.99803
IPI00017292;IPI00219893;IPI00788993;IPI00925083;IPI00792321;IPI00926114;IPI00924607,CTNNB;CTNNB1;OK/SW-cl.35;PRO2286,P35222-1;P35222;A8K1L7;B5BU28;B4DL06,1.9973
IPI00010740;IPI00216613,PSF;SFPQ,P23246-1;P23246;Q6PIX2;Q86VG2;Q9BSV4;P23246-2,1.98644
IPI00017339;IPI00644485,SAP49;SF3B4;RP11-196G18.20-002,Q15427;B3KUJ0;Q53FG6;Q5SZ64,1.97849
IPI00004273;IPI00925670;IPI00924634;IPI00926163,RBM25;RNPC7,P49756-1;P49756;Q16083;P49756-4;P49756-3;P49756-2,1.96997
IPI00553185;IPI00290770;IPI00552715;IPI00514032;IPI00513814;IPI00513703;IPI00514218,CCT3;CCTG;TRIC5;RP11-443G18.6-002,P49368;B4DUR8;Q2TU64;Q59H77;B3KX11;Q5SZY0;A6NE14,1.96055
IPI00291093,POLR2E;hCG_21572,P19388;B4DJ89,1.95684
IPI00914566;IPI00914971;IPI00382869;IPI00902799;IPI00455004,FDPS;FPS;KIAA1293,P14324;Q14329;B3KMW3,1.94413
IPI00021978;IPI00645949,PEX11B,O96011;B3KSS3;B4DXH9,1.9369
IPI00299608;IPI00456695;IPI00916809;IPI00916632;IPI00917594,PSMD1,Q99460-1;Q99460;B2R6D0;Q05BX4;Q05CW6;Q99460-2,1.93574
IPI00291607,ITPR3,Q14573;A6H8K3;Q59ES2,1.93011
IPI00013214;IPI00940786;IPI00385434,hCG_22498;MCM3;HCC5,B2R7C5;B4DWW4;Q53HJ4;P25205;B4DS46;B4DUQ9;Q8NHX6,1.92882
IPI00926977;IPI00021926;IPI00178056;IPI00910829,PSMC6;SUG2,P62333,1.92693
IPI00784090;IPI00302925;IPI00797206;IPI00794673,C21orf112;CCT8;CCTQ;KIAA0002;hCG_1810843,P50990;B4DEM7;B4DQH4;Q53HU0;Q7Z759,1.92402
IPI00872664;IPI00219913;IPI00640357,TGT;USP14,A8MYA5;P54578;B2RD79;B7Z4N8;A6NJA2;B3KTG4,1.92401
IPI00645078;IPI00908755;IPI00026119;IPI00641319;IPI00644183;IPI00552452;IPI00646990;IPI00647463;IPI00383182,A1S9T;UBA1;UBE1,P22314;B4DDE4;B4DL67,1.91607
IPI00029744;IPI00922415;IPI00946606;IPI00947310;REV__IPI00640012,SSBP;SSBP1;hCG_2014251;tcag7.401,Q04837;A4D1U3;Q567R6;B7Z268;C9K0U8,1.91552
IPI00018398,PSMC3;TBP1,P17980;A8K781,1.91316
IPI00293533,NUP62;pp7052,P37198;Q8WYU3,1.91271
IPI00939523,NA,NA,1.90253
IPI00293655,DDX1;hCG_15914,Q92499;A3RJH1;B4DME8;B4DP70;B4DPN6,1.90024
IPI00017596;IPI00910350,MAPRE1,Q15691;A2VCR0;B4DM33,1.89809
IPI00156032;IPI00942884;IPI00795004,HRB2;KRR1,Q13601;A0JLP0;B2R989;A0FIK6;B4DMS5,1.89694
IPI00004860;IPI00759723,RARS,P54136-1;P54136;B2RBS9;B4DXW6;Q53GY4;P54136-2,1.88813
IPI00942186;IPI00022585;IPI00158627;IPI00382444,AKAP1;AKAP149;PRKA1,Q92667-1;Q92667;B4DN86;Q92667-2,1.88692
IPI00293464;IPI00909008;IPI00909251;IPI00909177;IPI00922069,DDB1;XAP1,Q16531;B7Z2A1;B4DSA8;B4DZP5,1.88568
IPI00784614;IPI00784808;IPI00784936;IPI00871679;IPI00455033;IPI00883870;IPI00784835;IPI00748715;IPI00941395,"Ov/Br septin;MAFK",Q96QF2;A2VCQ5,1.88458
IPI00013468;IPI00514701;IPI00644108;IPI00644568,BUB3,O43684;B4DDM6;A6NJ42;B5MCE8,1.88067
IPI00008433;IPI00555941,RPS5,P46782;Q53G25,1.88019
IPI00879750;IPI00017964;IPI00878876;IPI00879063,SNRPD3,C9JQC3;P62318;B5BU13;B4DJP7;C9JFR3,1.87482
IPI00604590;IPI00795292;IPI00026260;IPI00790856;IPI00797082,hCG_2001850;NME1-NME2;NM23B;NME2,Q32Q12;P22392-2;P22392;P22392-1;Q6FHN3,1.87429
IPI00183002;IPI00413191;IPI00939648;IPI00397728;IPI00397730;IPI00789895;IPI00788708,MBS;MYPT1;PPP1R12A,O14974-1;O14974;B2RAH5;B4DZ09;O14974-3;O14974-2;O14974-4,1.87282
IPI00647650;IPI00941359;IPI00793882;IPI00789224;IPI00792326,EIF3S3;hCG_20900;EIF3H,B3KS98;Q53HG0;Q53HR0;O15372;B4DJN9;Q5BKY2;Q6IB98,1.86466
IPI00029012,EIF3A;EIF3S10;KIAA0139,Q14152;B4DYS1;Q05BS0;Q24JU4;Q3B770;Q6P1R0;Q7Z5T5,1.84372
IPI00022648;IPI00910936,EIF5,P55010;Q05DF3;Q32Q19;Q53XB3;Q6IBU0,1.84211
IPI00791086;IPI00006181;IPI00789582;IPI00879735;IPI00903191;IPI00797054;IPI00879112;IPI00879261,EIF3D;EIF3S7,A8MWD3;O15371;B4DTF8;B4DVY1;B4E1K8,1.84183
IPI00163505;IPI00215801;IPI00746554;IPI00942853;IPI00647282;IPI00386141;IPI00376960;IPI00376963;IPI00376962;IPI00514831;IPI00644764;IPI00168431;IPI00853448;IPI00879910;IPI00878725;IPI00852586;IPI00915257,HCC1;RBM39;RNPC2;DKFZp781C0423;DKFZp686C17209;DKFZp781I1140;DKFZp686A11192;hCG_38221;RP11-353C18.2-035,Q14498-1;Q14498;A2RRD3;B3KWX7;B4DLM0;B4E1M7;B7Z4L7;Q68DD9;Q6MZY7;Q7Z3L0;Q14498-2;B4DRA0;Q6N037;Q5QP20,1.84108
IPI00100160;IPI00604431;IPI00915424;IPI00791537;IPI00374208;IPI00926727;IPI00792154,CAND1;KIAA0829;TIP120;TIP120A,Q86VP6-1;Q86VP6;A8K8U1;B3KM30;B3KMG3;Q86VP6-2,1.84036
IPI00021263;IPI00793388;IPI00790689;IPI00789337,YWHAZ,P63104;D0PNI1;Q6LD62,1.82851
IPI00013891;IPI00220447,TRA2A;hCG_37979;HSU53209,Q13595-1;Q13595;B4DQI6;B4DUA9;Q549U1;Q13595-2,1.82693
IPI00007943;IPI00917973;IPI00917136;IPI00916971,AMSH;STAMBP,O95630;B5M0B6;C9JK83,1.82262
IPI00328753;IPI00909030;IPI00337736;IPI00783726,CG1;KIAA0004;KTN1,Q86UP2-1;Q86UP2;Q5GGW3;B4DZ88;Q86UP2-2;B3KP76;Q3SWV9;Q6NZ46;Q6PDF7;B3KWP6;B7Z6P3;Q17RZ5,1.79927
IPI00792837;IPI00935311;IPI00013457;IPI00219759;IPI00788670;IPI00219760;IPI00925888,ZNF207;DKFZp761N202,Q59G94;O43670-1;O43670;O43670-2;A8MTG3;O43670-3;Q8N395;B4DQT7,1.78524
IPI00014311;IPI00642151;IPI00647073;IPI00922263;IPI00643617,CUL2;RP11-297A16.3-005;RP11-297A16.3-007,Q13617;B7Z6K8;Q5T2B5;Q5T2B7;B7Z1Y1,1.78217
IPI00853059;IPI00644386;IPI00873767;IPI00375441;IPI00641948,FUBP1,Q96AE4-2;Q96AE4;C9JT73;A6NL74;Q96AE4-1;B4DWL1;B4E0X8;Q59FU3;Q6PJY1;B4DT31;C9JSZ1,1.78034
IPI00018465;IPI00952607;IPI00552072;IPI00952671;IPI00946633;IPI00916908,CCT7;CCTH;NIP7-1;hCG_1997313,Q99832;Q53HV2;Q6IBT3;B7Z4T9;A8MWI8;B7Z1C9;B8ZZC9;B7Z4Z7;B7Z7I4,1.77734
IPI00008223;IPI00642549;IPI00643078;IPI00479614,RAD23B;RP11-131A5.1-002,P54727;B7Z4W4;B7ZA74;Q53F10;Q7Z5K8;B4DEA3;Q5W0S5,1.77725
IPI00921422;IPI00028275;IPI00472887;IPI00749072,CKAP5;KIAA0097,Q14008-3;Q14008;Q14008-1;Q8IYN5;Q14008-2,1.76737
IPI00216318;IPI00640721;IPI00645801,YWHAB,P31946-1;P31946;B5BU24,1.75742
IPI00013293;IPI00026927;IPI00792002,TMEM147,Q9BVK8;A8MU21;A8MWW0,1.75681
IPI00329650;IPI00916892;IPI00550291;IPI00927491;IPI00927087;IPI00927316;IPI00927742,MP44;NUP35;NUP53,Q8NFH5;A8K3Z5;B4DP57;B4DYB4;A6NM64;A8K0N6;C9J0M9;C9IYQ7,1.75298
IPI00940950;IPI00554723;IPI00853161;IPI00398057;IPI00064765;IPI00853485;IPI00893680;IPI00894078;IPI00894025;IPI00894342,RPL10;XX-FW83563B9.1-011;DXS648E;QM;RPL10L,Q5HY50;P27635;Q96L21,1.74269
IPI00867509;IPI00943173;IPI00798401;IPI00797709,CORO1C;CRNN4,A7MAP0;A7MAP1;B3KN06;Q53G58;Q59EA2;Q9ULV4;B4E3S0;B7Z9V0;B4DMH3,1.7218
IPI00550451;IPI00027423;IPI00902512;IPI00410128,PPP1A;PPP1CA,P62136;Q07161;B3KXM2;A6NNR3;C0STL0;C4TNW6,1.7078
IPI00790342;IPI00329389;IPI00867533;IPI00789282;IPI00797034;IPI00880154,RPL6;TXREB1,B2R4K7;Q9HBB3;Q02878;B4DRX3;Q8N5Z7;Q8TBK5,1.7039
IPI00411426;IPI00656002,VPS26;VPS26A,O75436;A8K3C1;B4DLT1;A8MZ56,1.69639
IPI00016910;IPI00646839;IPI00922360;IPI00873286;IPI00910003;IPI00939953,EIF3C;EIF3CL;EIF3S8,Q99613;A1KYQ7;B3KNZ4;B4DVQ5;B4E1D5;B4E2Z6;Q3B7B9;B5ME19;B4DDN4;B4DRU0;B4DVU3;C9J1F3;C9JJ55,1.69217
IPI00746004;IPI00420117;IPI00397358;IPI00930154,RPS27L;MPS1;RPS27;LOC392748;tcag7.1276;hCG_1746747;hCG_1996850;hCG_2001249;RP11-422P24.3-001,Q71UM5;C9JLI6;P42677;A4D1G5;Q5T4L6,1.68773
IPI00021808;IPI00908779;IPI00910697;IPI00911023;IPI00940549,HARS;HRS;hCG_1782886,P12081;B3KWE1;Q52NV4;B4DHQ1;B4DY73;B4DDD8;B4E1C5;C9JWK3,1.67252
IPI00941711;IPI00816452;IPI00069126;IPI00816461;IPI00844172;IPI00008455;IPI00642722,KIAA0389;MYO6,Q9UM54-3;Q9UM54;Q9UM54-1;Q9UM54-4;Q14784;Q9UM54-2;Q9UM54-5,1.6629
IPI00954530;IPI00016405;IPI00816523;IPI00816371,OCIA;OCIAD1,Q9NX40-1;Q9NX40;C9K030;Q9NX40-2;B4DND1,1.65651
IPI00018434;IPI00219826,TSG101,Q99816-1;Q99816;Q99816-2,1.63735
IPI00009943;IPI00550900;IPI00908553;IPI00643765;IPI00910288;IPI00384863;IPI00886965;IPI00888198,RP11-290D2.1-004;TPT1;hCG_32792;RP11-290D2.1-002,Q5W0H4;P13693;B4DKJ4;Q86YH5;Q8TBK7,1.62115
IPI00807545;IPI00216746;IPI00910458;IPI00216049;IPI00514561;IPI00640296;IPI00796697,HNRNPK;HNRPK;hCG_1985922;RP11-575L7.1-003;RP11-575L7.1-005;RP11-575L7.1-001,P61978-3;P61978;P61978-2;B4DFF1;Q5EC54;Q6IBN1;B4DUQ1;Q5T6W2;P61978-1;B3KU16;Q5T6W5,1.61116
IPI00021840;IPI00643522;IPI00640929;IPI00382475,OK/SW-cl.2;RPS6;hCG_1741512;RP11-513M16.6-001;RP11-513M16.6-002,P62753;A2A3R6;Q96DV6;A2A3R5,1.60109
IPI00219861;IPI00759646;IPI00893203;IPI00952677;IPI00410615;IPI00382703;IPI00936586;IPI00935343,ACP1,P24666-1;P24666;Q59EH3;B5MCC7;C9J4E5;C9JNS5;P24666-3;O75702,1.57176
IPI00220528,PBSCF;SNRPF,P62306,1.57113
IPI00016613;IPI00744507;IPI00741317;IPI00784195;IPI00472911,CSNK2A1;CK2A1;hCG_21984;hCG_39868,B2R6D7;B5BUH5;Q5U5J2;P68400;Q2I0Y7;Q8NEV1;B4DYS6,1.54487
IPI00744692,TAL;TALDO;TALDO1;TALDOR;hCG_18330;TALH,P37837;B4DID5;Q8WZ45;Q9UMF8,1.54411
IPI00654777;IPI00941255;IPI00011177;IPI00375766,hCG_1784554;EIF3F;EIF3S5,B3KSH1;O00303;B4DEW9;B4DMT5,1.5382
IPI00177428;IPI00748354,CHCHD4;MIA40,Q8N4Q1-2;Q8N4Q1;Q8N4Q1-1;A8K3Z9,1.50332
IPI00554737;IPI00910732;IPI00908543;IPI00168184;IPI00798040;IPI00910515;IPI00909011;IPI00798116,PPP2R1A;hCG_19686,P30153;A8K3H8;A8K7B7;B4DDF7;B4DE69;B4DQY1;Q8NB89;B3KQV6,1.4896
IPI00065500;IPI00922787;IPI00644855,BROFTI;BROX;C1orf58;RP11-452F19.1-005,Q5VW32;B7Z953;B7Z1V1;B7Z9G5;Q5VW33,1.47863
IPI00217975;IPI00790831,LMN2;LMNB;LMNB1,P20700;B4DZT3;Q6DC98,1.47809
IPI00032460,C6orf28;G7B;LSM2;DAAP-21F2.6-001;DADB-149K5.5-001;DAMC-117B11.11-001;DAQB-147D11.3-001;hCG_43728;XXbac-BCX40G17.2-001;XXbac-BPG254B15.5-001,Q9Y333;Q6FGG1,1.41654
IPI00022275;IPI00924492;IPI00927495;IPI00926992;IPI00927252;IPI00927794;IPI00927452,KIAA0851;SACM1L,Q9NTJ5;B4DK71;B4DVV3;B3KX17,1.40327
IPI00939159,NA,B4DNA3;B4DUZ8,0.68187
IPI00165949;IPI00477831,APPILS;ARTS1;ERAP1;KIAA0525;UNQ584/PRO1154,Q9NZ08-2;Q9NZ08;A8K6H1;Q9NZ08-1;Q53GQ8,0.62862
IPI00947328;IPI00013459;IPI00791036;IPI00946352;IPI00556190,NDUFB5;hCG_1787208,O43674;B2R9L0;Q05D62;Q561V6,0.45849
IPI00026314;IPI00647556;CON__Q3SX14;IPI00513782;IPI00377087;REV__IPI00783066;REV__IPI00853432;REV__IPI00419958;REV__IPI00853539;REV__IPI00477405,GSN;hCG_27454;RP11-477J21.1-001;RP11-477J21.1-003;DKFZp313L0718;RP11-477J21.1-005,P06396-1;P06396;B7Z6N2;B7Z9A0;Q5T0I2;B7Z373;B7Z5V1;Q5T0I1;Q69YR8;Q3SX14;B3KS49;Q5T0H9,0.42407
IPI00418471;IPI00552689;IPI00868727;IPI00001453;IPI00953284,VIM,P08670;B0YJC4;B0YJC5;B3KRK8;Q53HU8,0.4023
IPI00003968;IPI00792728;IPI00797098;IPI00797261,NDUFA9;NDUFS2L,Q16795;A8K4V2;Q9BTT5,0.40128
IPI00028520;IPI00221298;IPI00910368,NDUFV1;UQOR1,P49821-1;P49821;Q53G70;P49821-2;B4DE93;Q96ID4;B4DUN7,0.38468
IPI00299193,OMP25;SYNJ2BP,P57105,0.38098
IPI00796379;IPI00004656;IPI00930068;IPI00941461,"B2M;CDABP0092;HDCMA22P;beta 2-microglobulin",B4E0X1;P61769;A6XND9;A6XMH4;A6XMH5;Q9UM88,0.35576
IPI00009028;IPI00792115;IPI00791350;CON__Q2KIS7,CLEC3B;TNA;DKFZp686H17246,P05452;B2R582;Q68DS3,0.35197
IPI00550731;IPI00939470;IPI00941420;IPI00784773;IPI00909649;IPI00942608;IPI00941203;IPI00939996;IPI00829663;IPI00384397,NA,Q8TCD0;C9J327;Q7Z3Y4;C9JEE5;C9J2E4,0.33208
IPI00025086,COX5A,P20674;Q71UP1,0.33032
IPI00744627;IPI00554710;IPI00909566,PECR;PRO1004,Q9BY49-1;Q9BY49;Q9BY49-2,0.31959
IPI00172513;IPI00792388;IPI00794192,APPL2;DIP13B,Q8NEU8;A8K3E7;B3KMB9;B7Z1Q8;B7Z411;B7Z4B0,0.31352
IPI00946421;IPI00219685;IPI00942935;IPI00909465;IPI00909424,CDA016;CGI-39;GRIM19;NDUFA13,Q9P0J0;B4DF76;B4DQP1;B4DEZ3,0.30729
IPI00384407;IPI00739205;IPI00829979;IPI00940246;IPI00941582,NA,Q9UL92;P01743;A6NH92;C9JTU0;C9JRG2,0.2955
IPI00604664;IPI00940744;IPI00927308;IPI00925023;IPI00927225;IPI00925853;IPI00924768;IPI00926963,hCG_17250;NDUFS1,B4DJA0;P28331;B4DIN9;B4DUC1;B4DPG1;B4DJ81;Q9P1A0,0.28099
IPI00003443;IPI00217475;IPI00217474;IPI00384836;IPI00643081;IPI00940508;IPI00642094,IFI16;IFNGIP1,Q16666-1;Q16666;Q16666-3;C9JGT9;Q16666-2;Q16666-5,0.27491
IPI00646773;IPI00796316;IPI00641047,GSN;hCG_27454;RP11-477J21.1-013;RP11-477J21.1-010,P06396-2;P06396;A2A418;B7Z4U6;B7Z992;B7Z2X4;Q5T0H8,0.2698
IPI00025202;IPI00163516,C17orf1;C17orf1B;FMNL;FMNL1,O95466-2;O95466;O95466-1,0.2531
IPI00299719;IPI00219663,ATP6N1C;ATP6V0A3;TCIRG1,Q13488-1;Q13488;Q64F87,0.245
IPI00829845,NA,A6NHW2,0.23551
IPI00639841;IPI00419263;IPI00889037;IPI00947265;IPI00472856;IPI00946181;IPI00946338;IPI00945581,DRS1;HCA88;PECI;HCA64;RP5-1013A10.1-007,O75521-1;O75521;Q53GC8;Q53HG3;Q6IBN4;O75521-2;B4DLL3;Q9NYD2;Q59E94;C9J723;C9J000;Q5JYK4;C9JB63;C9J4T3,0.23383
IPI00219381,NDUFA2,O43678,0.23138
IPI00171336;IPI00171257;IPI00944921,RIOK1;RP11-288G3.1-001,Q9BRS2;B2RB28;Q5W0K5;Q9H2L9,0.22375
IPI00012865;IPI00218797;IPI00218799;IPI00218798;IPI00790110;IPI00926132,PLD1,Q13393-1;Q13393;Q59EA4;Q13393-2;Q13393-4;C9JIL0;Q13393-3;C9IY79,0.20192
IPI00876888;IPI00827892;IPI00783184;IPI00954576;IPI00384404;IPI00940727;IPI00921238,NA,A8K008,0.19634
IPI00028883;IPI00642807;IPI00479154,NDUFB8;hCG_24658;RP11-411B6.5-006;RP11-411B6.5-003,O95169;Q5W145;Q5W143,0.19603
IPI00021369;IPI00792299;IPI00794466,CRYA2;CRYAB,P02511;C3VMY8;B4DIA6,0.1874
IPI00009375;IPI00921062;IPI00894425;IPI00893950;IPI00894091;IPI00894542,HAAO,P46952-1;P46952;P46952-2;C9IY88,0.1822
IPI00031140;IPI00917574,C2orf88,Q9BSF0;C9J8G7,0.18117
IPI00220059;IPI00815735;IPI00790949;IPI00454883,NDUFB4,O95168;B9EJC7;B2RUY3;C9J7N2;C9JXQ9,0.17824
IPI00009236;IPI00876941;IPI00853146;IPI00759683;IPI00852906;IPI00790433;IPI00789601,CAV;CAV1;hCG_39088;tcag7.24,Q03135-1;Q03135;A9XTE5;Q2TNI1;Q59E85;Q7Z4F3;Q03135-2;C9JKI3,0.17425
IPI00026570;IPI00872879,COX7A2;COX7AL,P14406;Q496I0;A8MZ71,0.15624
IPI00410240;IPI00410377;IPI00946313,RARRES1;TIG1,P49788-1;P49788;P49788-2,0.15452
IPI00034280;IPI00658011;IPI00790844;IPI00792258,DHRS11;UNQ836/PRO1774,Q6UWP2-1;Q6UWP2;Q6UWP2-2;A8MXC2,0.1484
IPI00071334;IPI00384659,"MTND3;MT-ND3;NADH3;ND3;AD 1",P03897;A4GWW4;A4ZN04;A4ZYK1;A5WZG6;A5WZG8;A5WZL4;A5WZL6;A5X014;A5X0Q2;A5X0Y8;A5X1A4;A6YXV4;A6Z8G6;A6ZGZ8;A9LYR7;B1NVH3;B1W6Z3;B2XLB2;B2XPV3;B2XQE7;B7TCU3;B7TCW9;B8XZE8;B9ECT3;B9ECU6;B9ED50;B9EE38;C3W5L7;C7SJX3;C8XZ47;C8Y8R4;C8YGF5;C9D525;O21102;Q27H02;Q2HK90;Q4EWX2;Q4F2M4;Q4F4E8;Q4F698;Q4VFA1;Q58F37;Q6VH98;Q6VHF8;Q6VHJ8;Q6VK65;Q7GXZ5;Q7YCC6;Q7YCD3;Q7YCF1;Q7YEF4;Q85KT9;Q8HG26;Q8HG27;Q8HG28;Q8WCW0;Q8WCY4;Q9B0N1;Q9B0N2;Q9B2V9;Q9T9Y2;Q9TGM1;Q8HNR5,0.14123
IPI00470619,GNG2,P59768,0.13069
IPI00031036;IPI00426063;IPI00925630;IPI00925161,DRA;SLC26A3;DKFZp686P10213,P40879;B4DUH7;Q75N04;Q6MZW7,0.1259
IPI00019449;IPI00289860,EDN;RNASE2;RNS2;ECRP,P10153;Q12762,0.11794
IPI00384676;IPI00019485;IPI00640158,ECHDC2,Q86YB7-1;Q86YB7;B7Z7N0;Q86YB7-2;Q8WY60,0.10511
IPI00387109,NA,P01615,0.09917
IPI00218477,FABP2;FABPI,P12104,0.09802
IPI00473031;IPI00872991;IPI00941338,ADH1B;ADH2,P00325;A8MYN5;B4DVC3;B4E1R1;B4E2R9;B7ZB36,0.0897
IPI00032902,SMPD3,Q9NY59;A8K0T6;B7ZL82;B7ZL84;C8CHW6;Q1ZYL9,0.08772
IPI00027264;IPI00413067;IPI00185574;IPI00220361,CAB29;CALB2;hCG_2011413,P22676;A6NER6;A8MY71,0.08343
IPI00790248;IPI00553138,SYB2;VAMP2,P63027;Q9BUC2,0.08021
IPI00016381;IPI00219858,RAB27;RAB27A;hCG_38865,P51159-1;P51159;A2RU94;Q6IAS8;P51159-2,0.07723
IPI00871467;IPI00334532;IPI00646281;IPI00853275;IPI00927755;IPI00927501;IPI00853066;IPI00924481,CAML1;L1CAM;MIC5,P32004-1;P32004;A8K139;Q7Z3Z9;P32004-2;A4ZYW4;Q7Z2H2;Q7Z2I3;Q7Z2J0;Q7Z2J9;Q86SE4,0.0742
IPI00176903;IPI00514023;IPI00513773,FKSG13;PTRF,Q6NZI2-1;Q6NZI2;B3KRY5;B4DNU9;Q6NZI2-3;B4DPZ5;Q6NZI2-2,0.0616
IPI00396930;IPI00940494,NA,C9JJ77,0.05917
IPI00946599;IPI00419942;IPI00915376;IPI00472739;IPI00382751;IPI00943162;IPI00419573;IPI00953339;IPI00744792;IPI00641709,TPSAB1;TPSB2;tryptaseC;TPS2;TPSB1;tryptaseB,Q6B051;Q6FHB8;Q6NZY1;Q96RZ6;P20231;Q15661-1;Q15661;Q15661-2;Q96RZ7,0.05877
IPI00242956;IPI00941166;IPI00936055;IPI00940916;IPI00935210,FCGBP,Q9Y6R7,0.05788
IPI00298082;IPI00938121;IPI00922171,CLCA4;CaCC2;UNQ562/PRO1124,A8MQC9;Q14CN2;Q9NXP1,0.05771
IPI00056334,PRKCDBP;SRBC,Q969G5,0.05579
IPI00218236;IPI00930380;IPI00894274;IPI00892668;IPI00894333,PPP1CB;PPP1CA,P62140;B4DJ75;B7ZB67;B4E163;C4TNW5,0.05304
IPI00936296,NA,NA,0.05115
IPI00002135;IPI00908659;IPI00946746,ERIC1;TACC3,Q9Y6A5;Q2NKK4;B4DYJ1;B4E355,0.05104
IPI00004457;IPI00024357;IPI00293889,AOC3;VAP1,Q16853;Q9UEU7,0.04999
IPI00922222;IPI00953106;IPI00954431;IPI00922885,MTND6;MT-ND6;NADH6;ND6,P03923;A0S9S4;A1DUW2;A1DVF7;A1DVP8;A4ZMD8;A6YWD9;A6YX87;A6YXB3;A6YXL7;A6YZJ2;A6Z1T4;A6Z8R1;A6ZBM4;A6ZDH3;A6ZHQ4;A7LE18;A7LER5;A7XTS4;A8R1N6;B0Z776;B1PIK4;B1W9K7;B2D3W3;B2D5P9;B2XHG7;B2XQV4;B2Y8L1;B2YBG2;B3VLA5;B4YBV7;B4YG26;B8RC54;B9ECT7;B9EEZ1;C7B3B7;C8XV66;C8XWK4;C8YA62;C8YC64;C8YCT5;C8YF93;C9D643;Q0G8P9;Q0ZEY1;Q20CU2;Q2HLE2;Q305R6;Q305V5;Q305Y1;Q4EWR6;Q4F0B4;Q4F0F3;Q4F290;Q4F3Y8;Q4F4M2;Q4F4P8;Q4F694;Q4G7B0;Q4GE26;Q4GIS7;Q4GLZ5;Q4GN61;Q4GQW0;Q4GSE3;Q4ZEJ2;Q541N0;Q5S9S1;Q5XRI0;Q5XRX3;Q6RMK3;Q6RR68;Q6RRL4;Q6RRP1;Q6VII9;Q6VKJ8;Q6VLM1;Q6XBB9;Q6XBD3;Q7GRU6;Q7GWZ6;Q7GXW8;Q7GXZ1;Q7Y668;Q7YCC3;Q7YCE9;Q7YEG7;Q8HAX7;Q8HAZ5;Q8HG29;Q8HG31;Q8WCX7;Q9B0M9;Q9B1K4;Q9B2U4;Q9B2Y0;Q9B302;A6ZGV0;A6ZHJ2;B8R3C2,0.04695
IPI00305286;IPI00910658;IPI00290420,HPGD;PGDH1;hCG_39037;PGDH,P15428;B4DU74;B4DTA4;B4DV57;O00749;Q12998;Q9NZQ5,0.04681
IPI00100980;IPI00922156;IPI00910301,EHD2;PAST2,Q9NZN4;B4DLA1;B4DNU6;B4DU62;B7ZAY3;Q8NCJ3;B3KUH4,0.04579
IPI00060893,ANAPC16;C10orf104;hCG_1789694,Q96DE5;C5H3H2,0.04299
